question_hash,active,topic,question_type,question_style,tense,question,answer,difficulty,marks,weightage,smart_syllabus,source_reference
q_9_eng_b_urdu_eng_0365,1,ENGLISH_B | Urdu to English Translation | Present Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Present Continuous Tense,مزدور پل بنا رہے ہیں۔,The workers are building a bridge.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0366,1,ENGLISH_B | Urdu to English Translation | Present Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Present Continuous Tense,ڈاکٹر مریض کا معائنہ کر رہا ہے۔,The doctor is examining the patient.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0367,1,ENGLISH_B | Urdu to English Translation | Present Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Present Continuous Tense,کیا سورج نکل رہا ہے؟,Is the sun rising?,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0368,1,ENGLISH_B | Urdu to English Translation | Present Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Present Continuous Tense,پولیس چور کا پیچھا کر رہی ہے۔,The police are chasing the thief.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
sep_9_eng_b_urdu_eng_024,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Heading,Topic,topic_separator,Present Perfect Tense,,,,,,1,
sep_9_eng_b_urdu_eng_025,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Past Paper,Topic,topic_separator,Present Perfect Tense,,,,,,1,
q_9_eng_b_urdu_eng_0132,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Past Paper | 2013 Evening,Long,translate_to_english,Present Perfect Tense,آپ نے میرے لیے ٹکٹ کیوں خریدا ہے؟,Why have you bought a ticket for me?,Hard,1,ULTRA,1,Past Paper | 2013 Evening
q_9_eng_b_urdu_eng_0133,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Past Paper | 2020 Evening,Long,translate_to_english,Present Perfect Tense,عدالت میرے حق میں فیصلہ دے چکی ہے۔,The court has decided in my favour.,Medium,1,ULTRA,1,Past Paper | 2020 Evening
q_9_eng_b_urdu_eng_0134,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Past Paper | 2018,Long,translate_to_english,Present Perfect Tense,مہمان خصوصی انعامات تقسیم کر چکا ہے۔,The chief guest has distributed the prizes.,Medium,1,ULTRA,1,Past Paper | 2018
q_9_eng_b_urdu_eng_0135,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Past Paper | 2023 Evening,Long,translate_to_english,Present Perfect Tense,میں ناشتہ کر چکا ہوں۔,I have taken my breakfast.,Medium,1,ULTRA,1,Past Paper | 2023 Evening
q_9_eng_b_urdu_eng_0136,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Past Paper | 2023,Long,translate_to_english,Present Perfect Tense,پولیس نے اسے رنگے ہاتھوں نہیں پکڑا ہے۔,The police have not caught him red-handed.,Medium,1,ULTRA,1,Past Paper | 2023
q_9_eng_b_urdu_eng_0137,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Past Paper | 2013,Long,translate_to_english,Present Perfect Tense,کیا اس نے ہمیشہ کے لیے گاؤں چھوڑ دیا ہے؟,Has he left the village for good?,Hard,1,ULTRA,1,Past Paper | 2013
q_9_eng_b_urdu_eng_0138,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Past Paper | 2015,Long,translate_to_english,Present Perfect Tense,کیا تم بازی جیت چکے ہو؟,Have you won the game?,Hard,1,ULTRA,1,Past Paper | 2015
q_9_eng_b_urdu_eng_0139,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Past Paper | 2017 Evening,Long,translate_to_english,Present Perfect Tense,کیا جھیل میں پانی جم چکا ہے؟,Has the water frozen in the lake?,Hard,1,ULTRA,1,Past Paper | 2017 Evening
q_9_eng_b_urdu_eng_0140,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Past Paper | 2014,Long,translate_to_english,Present Perfect Tense,ہم نے اس سے پہلے اس کو نہیں دیکھا۔,We have not seen him before.,Medium,1,ULTRA,1,Past Paper | 2014
q_9_eng_b_urdu_eng_0141,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Past Paper | 2023,Long,translate_to_english,Present Perfect Tense,ہم نے دعوت قبول کر لی ہے۔,We have accepted the invitation.,Medium,1,ULTRA,1,Past Paper | 2023
sep_9_eng_b_urdu_eng_026,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Mind-Sharp Practice,Topic,topic_separator,Present Perfect Tense,,,,,,1,
q_9_eng_b_urdu_eng_0142,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Board-Pattern Practice,Long,translate_to_english,Present Perfect Tense,میں اپنا کام مکمل کر چکا ہوں۔,I have completed my work.,Easy,1,PRO,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0143,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Board-Pattern Practice,Long,translate_to_english,Present Perfect Tense,وہ خط لکھ چکی ہے۔,She has written the letter.,Easy,1,PRO,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0144,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Board-Pattern Practice,Long,translate_to_english,Present Perfect Tense,ہم کھانا کھا چکے ہیں۔,We have eaten the meal.,Easy,1,PRO,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0145,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Board-Pattern Practice,Long,translate_to_english,Present Perfect Tense,انہوں نے میچ جیت لیا ہے۔,They have won the match.,Easy,1,PRO,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0146,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Board-Pattern Practice,Long,translate_to_english,Present Perfect Tense,اس نے ابھی تک جواب نہیں دیا ہے۔,He has not answered yet.,Medium,1,ULTRA,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0147,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Board-Pattern Practice,Long,translate_to_english,Present Perfect Tense,کیا تم نے کتاب پڑھ لی ہے؟,Have you read the book?,Easy,1,PRO,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0148,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Board-Pattern Practice,Long,translate_to_english,Present Perfect Tense,وہ کہاں چلا گیا ہے؟,Where has he gone?,Medium,1,ULTRA,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0149,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Board-Pattern Practice,Long,translate_to_english,Present Perfect Tense,پولیس چور کو گرفتار کر چکی ہے۔,The police have arrested the thief.,Medium,1,ULTRA,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0150,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Board-Pattern Practice,Long,translate_to_english,Present Perfect Tense,ہم نے یہ فلم پہلے دیکھی ہے۔,We have seen this film before.,Easy,1,PRO,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0151,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Board-Pattern Practice,Long,translate_to_english,Present Perfect Tense,کیا مہمان پہنچ چکے ہیں؟,Have the guests arrived?,Easy,1,PRO,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0152,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Board-Pattern Practice,Long,translate_to_english,Present Perfect Tense,دروازہ بند کیا جا چکا ہے۔,The door has been closed.,Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0153,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Board-Pattern Practice,Long,translate_to_english,Present Perfect Tense,میں نے کبھی جھوٹ نہیں بولا۔,I have never told a lie.,Medium,1,ULTRA,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0369,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Present Perfect Tense,علی نے خط لکھ لیا ہے۔,Ali has written the letter.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0370,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Present Perfect Tense,ہم نے کام مکمل کر لیا ہے۔,We have completed the work.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0371,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Present Perfect Tense,وہ لاہور پہنچ چکی ہے۔,She has reached Lahore.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0372,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Present Perfect Tense,بچے گھر واپس آ گئے ہیں۔,The children have returned home.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0373,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Present Perfect Tense,میں نے یہ کتاب پڑھ لی ہے۔,I have read this book.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0374,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Present Perfect Tense,استاد نے سبق سمجھا دیا ہے۔,The teacher has explained the lesson.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0375,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Present Perfect Tense,بارش رک گئی ہے۔,The rain has stopped.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0376,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Present Perfect Tense,کیا تم نے ناشتہ کر لیا ہے؟,Have you had breakfast?,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0377,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Present Perfect Tense,اس نے ابھی تک فیس جمع نہیں کرائی ہے۔,He has not paid the fee yet.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0378,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Present Perfect Tense,انہوں نے نیا مکان خریدا ہے۔,They have bought a new house.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0379,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Present Perfect Tense,مریض کی حالت بہتر ہو گئی ہے۔,The patient's condition has improved.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0380,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Present Perfect Tense,کیا گاڑی آ چکی ہے؟,Has the car arrived?,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0381,1,ENGLISH_B | Urdu to English Translation | Present Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Present Perfect Tense,ہم نے اسے کئی بار دیکھا ہے۔,We have seen him several times.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
sep_9_eng_b_urdu_eng_027,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Heading,Topic,topic_separator,Present Perfect Continuous Tense,,,,,,1,
sep_9_eng_b_urdu_eng_028,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Past Paper,Topic,topic_separator,Present Perfect Continuous Tense,,,,,,1,
q_9_eng_b_urdu_eng_0154,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Past Paper | 2015 Evening,Long,translate_to_english,Present Perfect Continuous Tense,استاد آٹھ بجے سے پڑھا رہا ہے۔,The teacher has been teaching since eight o’clock.,Medium,1,ULTRA,1,Past Paper | 2015 Evening
q_9_eng_b_urdu_eng_0155,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Past Paper | 2014,Long,translate_to_english,Present Perfect Continuous Tense,اسلم دوپہر سے پتنگ اڑا رہا ہے۔,Aslam has been flying a kite since noon.,Medium,1,ULTRA,1,Past Paper | 2014
q_9_eng_b_urdu_eng_0156,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Past Paper | 2016,Long,translate_to_english,Present Perfect Continuous Tense,لوگ دو گھنٹے سے آگ بجھا رہے ہیں۔,The people have been putting out the fire for two hours.,Medium,1,ULTRA,1,Past Paper | 2016
q_9_eng_b_urdu_eng_0157,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Past Paper | 2013,Long,translate_to_english,Present Perfect Continuous Tense,مرغیاں جون سے انڈے نہیں دے رہی ہیں۔,The hens have not been laying eggs since June.,Medium,1,ULTRA,1,Past Paper | 2013
q_9_eng_b_urdu_eng_0158,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Past Paper | 2022 Evening,Long,translate_to_english,Present Perfect Continuous Tense,مریض دس منٹ سے چیخ رہا ہے۔,The patient has been crying for ten minutes.,Medium,1,ULTRA,1,Past Paper | 2022 Evening
q_9_eng_b_urdu_eng_0159,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Past Paper | 2023,Long,translate_to_english,Present Perfect Continuous Tense,وہ 1982ء سے اس مکان میں رہ رہا ہے۔,He has been living in this house since 1982.,Medium,1,ULTRA,1,Past Paper | 2023
q_9_eng_b_urdu_eng_0160,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Past Paper | 2020 Evening,Long,translate_to_english,Present Perfect Continuous Tense,ڈاکٹر دس منٹ سے مریض کا معائنہ کر رہا ہے۔,The doctor has been examining the patient for ten minutes.,Medium,1,ULTRA,1,Past Paper | 2020 Evening
q_9_eng_b_urdu_eng_0161,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Past Paper | 2020,Long,translate_to_english,Present Perfect Continuous Tense,ہم کئی گھنٹے سے آپ کا انتظار کر رہے ہیں۔,We have been waiting for you for several hours.,Medium,1,ULTRA,1,Past Paper | 2020
sep_9_eng_b_urdu_eng_029,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Mind-Sharp Practice,Topic,topic_separator,Present Perfect Continuous Tense,,,,,,1,
q_9_eng_b_urdu_eng_0162,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Present Perfect Continuous Tense,میں دو گھنٹے سے پڑھ رہا ہوں۔,I have been studying for two hours.,Medium,1,ULTRA,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0163,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Present Perfect Continuous Tense,وہ صبح سے کام کر رہی ہے۔,She has been working since morning.,Medium,1,ULTRA,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0164,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Present Perfect Continuous Tense,بچے ایک گھنٹے سے کھیل رہے ہیں۔,The children have been playing for an hour.,Medium,1,ULTRA,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0165,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Present Perfect Continuous Tense,ہم کئی دنوں سے تمہارا انتظار کر رہے ہیں۔,We have been waiting for you for several days.,Medium,1,ULTRA,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0166,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Present Perfect Continuous Tense,بارش صبح سے ہو رہی ہے۔,It has been raining since morning.,Medium,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0167,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Present Perfect Continuous Tense,وہ 2020ء سے یہاں رہ رہا ہے۔,He has been living here since 2020.,Medium,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0168,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Present Perfect Continuous Tense,کیا تم کافی دیر سے میرا انتظار کر رہے ہو؟,Have you been waiting for me for a long time?,Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0169,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Present Perfect Continuous Tense,وہ کب سے انگریزی سیکھ رہی ہے؟,How long has she been learning English?,Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0170,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Present Perfect Continuous Tense,مزدور دوپہر سے سڑک بنا رہے ہیں۔,The workers have been building the road since noon.,Medium,1,ULTRA,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0171,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Present Perfect Continuous Tense,مشین کئی دنوں سے ٹھیک کام نہیں کر رہی ہے۔,The machine has not been working properly for several days.,Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0172,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Present Perfect Continuous Tense,کیا وہ صبح سے سو رہا ہے؟,Has he been sleeping since morning?,Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0382,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Present Perfect Continuous Tense,علی دو گھنٹے سے پڑھ رہا ہے۔,Ali has been studying for two hours.,Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0383,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Present Perfect Continuous Tense,وہ صبح سے کھانا پکا رہی ہے۔,She has been cooking since morning.,Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0384,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Present Perfect Continuous Tense,بچے دوپہر سے پتنگیں اڑا رہے ہیں۔,The children have been flying kites since noon.,Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0385,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Present Perfect Continuous Tense,میں 2022 سے یہاں رہ رہا ہوں۔,I have been living here since 2022.,Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0386,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Present Perfect Continuous Tense,تیز ہوا دو گھنٹے سے چل رہی ہے۔,A strong wind has been blowing for two hours.,Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0387,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Present Perfect Continuous Tense,ہم تین دن سے اس منصوبے پر کام کر رہے ہیں۔,We have been working on this project for three days.,Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0388,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Present Perfect Continuous Tense,استاد دس منٹ سے سبق سمجھا رہے ہیں۔,The teacher has been explaining the lesson for ten minutes.,Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0389,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Present Perfect Continuous Tense,مریض دو دن سے آرام کر رہا ہے۔,The patient has been resting for two days.,Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0390,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Present Perfect Continuous Tense,کیا تم صبح سے میرا انتظار کر رہے ہو؟,Have you been waiting for me since morning?,Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0391,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Present Perfect Continuous Tense,وہ کتنی دیر سے رو رہی ہے؟,How long has she been crying?,Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0392,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Present Perfect Continuous Tense,مزدور گزشتہ ماہ سے سڑک بنا رہے ہیں۔,The workers have been building the road since last month.,Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0393,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Present Perfect Continuous Tense,لڑکیاں آدھے گھنٹے سے گانا گا رہی ہیں۔,The girls have been singing for half an hour.,Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0394,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Present Perfect Continuous Tense,کیا ڈاکٹر ایک گھنٹے سے مریض دیکھ رہا ہے؟,Has the doctor been examining patients for an hour?,Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0395,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Present Perfect Continuous Tense,میں کئی دنوں سے اسے فون کرنے کی کوشش کر رہا ہوں۔,I have been trying to call him for several days.,Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0396,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Present Perfect Continuous Tense,کسان صبح سے فصل کاٹ رہے ہیں۔,The farmers have been harvesting the crop since morning.,Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0397,1,ENGLISH_B | Urdu to English Translation | Present Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Present Perfect Continuous Tense,بچہ دو گھنٹے سے سو رہا ہے۔,The child has been sleeping for two hours.,Hard,1,ELITE,1,Expanded Mind-Sharp Practice
sep_9_eng_b_urdu_eng_030,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Heading,Topic,topic_separator,Past Indefinite Tense,,,,,,1,
sep_9_eng_b_urdu_eng_031,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Past Paper,Topic,topic_separator,Past Indefinite Tense,,,,,,1,
q_9_eng_b_urdu_eng_0173,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Past Paper | 2022 Evening,Long,translate_to_english,Past Indefinite Tense,آپ نے میرے بھائی کی دیکھ بھال کی۔,You looked after my brother.,Medium,1,ULTRA,1,Past Paper | 2022 Evening
q_9_eng_b_urdu_eng_0174,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Past Paper | 2021 Evening,Long,translate_to_english,Past Indefinite Tense,اس نے تمہاری تلخ باتوں کا برا نہ مانا۔,He did not mind your bitter words.,Medium,1,ULTRA,1,Past Paper | 2021 Evening
q_9_eng_b_urdu_eng_0175,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Past Paper | 2018 Evening,Long,translate_to_english,Past Indefinite Tense,اس نے یتیم بچے کی پرورش کی۔,He brought up the orphan child.,Medium,1,ULTRA,1,Past Paper | 2018 Evening
q_9_eng_b_urdu_eng_0176,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Past Paper | 2021 Evening,Long,translate_to_english,Past Indefinite Tense,استاد نے طالب علم کو سزا دی۔,The teacher punished the student.,Medium,1,ULTRA,1,Past Paper | 2021 Evening
q_9_eng_b_urdu_eng_0177,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Past Paper | 2015 Evening,Long,translate_to_english,Past Indefinite Tense,انہوں نے ہماری دعوت قبول نہ کی۔,They did not accept our invitation.,Medium,1,ULTRA,1,Past Paper | 2015 Evening
q_9_eng_b_urdu_eng_0178,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Past Paper | 2013 Evening,Long,translate_to_english,Past Indefinite Tense,انہوں نے ہمارے مشورے پر عمل کیا۔,They acted upon our advice.,Medium,1,ULTRA,1,Past Paper | 2013 Evening
q_9_eng_b_urdu_eng_0179,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Past Paper | 2023,Long,translate_to_english,Past Indefinite Tense,تم نے اپنا وعدہ پورا نہ کیا۔,You did not keep your promise.,Medium,1,ULTRA,1,Past Paper | 2023
q_9_eng_b_urdu_eng_0180,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Past Paper | 2014,Long,translate_to_english,Past Indefinite Tense,دروازہ کس نے کھٹکھٹایا؟,Who knocked at the door?,Hard,1,ULTRA,1,Past Paper | 2014
q_9_eng_b_urdu_eng_0181,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Past Paper | 2016,Long,translate_to_english,Past Indefinite Tense,طلبہ نے نعرے لگائے۔,The students raised slogans.,Medium,1,ULTRA,1,Past Paper | 2016
q_9_eng_b_urdu_eng_0182,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Past Paper | 2021 Evening,Long,translate_to_english,Past Indefinite Tense,مزدوروں نے ہڑتال ختم کر دی۔,The workers called off the strike.,Medium,1,ULTRA,1,Past Paper | 2021 Evening
q_9_eng_b_urdu_eng_0183,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Past Paper | 2020,Long,translate_to_english,Past Indefinite Tense,میں نے اس کا مذاق نہ اڑایا۔,I did not make fun of him.,Medium,1,ULTRA,1,Past Paper | 2020
q_9_eng_b_urdu_eng_0184,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Past Paper | 2023 Evening,Long,translate_to_english,Past Indefinite Tense,میں نے ایک کیمرہ خریدا۔,I bought a camera.,Medium,1,ULTRA,1,Past Paper | 2023 Evening
q_9_eng_b_urdu_eng_0185,1,ENGLISH_B | Urdu to English Translation | Past Indefinite Tense | Past Paper | 2018,Long,translate_to_english,Past Indefinite Tense,کیا تم گھر خیریت سے پہنچے؟,Did you reach home safely?,Hard,1,ULTRA,1,Past Paper | 2018
