question_hash,active,topic,question_type,question_style,tense,voice,question,difficulty,marks,weightage,smart_syllabus
q_9_eng_b_voice_0243,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,The mother baked the cake for the birthday.,Easy,1,PRO,1
q_9_eng_b_voice_0244,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,The principal announced the results at the assembly.,Easy,1,PRO,1
q_9_eng_b_voice_0245,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,The company launched the product next month.,Easy,1,PRO,1
q_9_eng_b_voice_0246,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,The scientists conducted the experiment in the laboratory.,Easy,1,PRO,1
q_9_eng_b_voice_0247,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,The gardener watered the plants every morning.,Easy,1,PRO,1
q_9_eng_b_voice_0249,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,The mason did not construct the wall around the garden.,Medium,1,ULTRA,1
q_9_eng_b_voice_0250,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,The reporter did not write the article for the newspaper.,Medium,1,ULTRA,1
q_9_eng_b_voice_0251,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,The publisher did not print the books for the schools.,Medium,1,ULTRA,1
q_9_eng_b_voice_0252,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,The school did not organize the competition in the hall.,Medium,1,ULTRA,1
q_9_eng_b_voice_0253,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,The judge did not hear the case in court.,Medium,1,ULTRA,1
q_9_eng_b_voice_0254,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,The coach did not train the players for the match.,Medium,1,ULTRA,1
q_9_eng_b_voice_0255,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,The shopkeeper did not pack the goods for the customer.,Medium,1,ULTRA,1
q_9_eng_b_voice_0256,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,Did the electrician fix the wires in the building?,Medium,1,ULTRA,1
q_9_eng_b_voice_0257,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,Did the plumber install the pipes in the house?,Medium,1,ULTRA,1
q_9_eng_b_voice_0258,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,Did the driver wash the bus before the trip?,Medium,1,ULTRA,1
q_9_eng_b_voice_0259,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,Did the team win the trophy in the final?,Medium,1,ULTRA,1
q_9_eng_b_voice_0260,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,Did the clerk check the forms at the counter?,Medium,1,ULTRA,1
q_9_eng_b_voice_0261,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,Who wrote this letter?,Hard,1,ELITE,1
q_9_eng_b_voice_0262,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,Who repaired the machine yesterday?,Hard,1,ELITE,1
q_9_eng_b_voice_0263,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,Who opened the gate?,Hard,1,ELITE,1
q_9_eng_b_voice_0264,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,Who announced the result?,Hard,1,ELITE,1
q_9_eng_b_voice_0265,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Active,Who planted these trees?,Hard,1,ELITE,1
q_9_eng_b_voice_0266,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Passive,The meeting was cancelled by the administration because of the rain.,Easy,1,PRO,1
q_9_eng_b_voice_0267,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Passive,The loan was offered by the bank to the farmer.,Easy,1,PRO,1
q_9_eng_b_voice_0268,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Passive,The food packets were distributed by the charity among the families.,Easy,1,PRO,1
q_9_eng_b_voice_0269,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Passive,The hospitals were built by the government in the district.,Easy,1,PRO,1
q_9_eng_b_voice_0270,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Passive,The workers were hired by the company for the project.,Easy,1,PRO,1
q_9_eng_b_voice_0271,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Passive,The scholarships were awarded by the school to deserving students.,Easy,1,PRO,1
q_9_eng_b_voice_0272,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Passive,The trees were planted by the council along the road.,Easy,1,PRO,1
q_9_eng_b_voice_0273,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Passive,The traffic was stopped by the police near the market.,Easy,1,PRO,1
q_9_eng_b_voice_0274,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Passive,The performer was applauded by the audience after the show.,Easy,1,PRO,1
q_9_eng_b_voice_0275,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Passive,The bill was paid by the customer online.,Easy,1,PRO,1
q_9_eng_b_voice_0276,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Passive,The problem was solved by the student without help.,Easy,1,PRO,1
q_9_eng_b_voice_0277,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Passive,The data was collected by the researcher from the villages.,Easy,1,PRO,1
q_9_eng_b_voice_0278,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Passive,The pictures were taken by the photographer at the event.,Easy,1,PRO,1
q_9_eng_b_voice_0279,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Passive,The bread was sold by the baker in the morning.,Easy,1,PRO,1
q_9_eng_b_voice_0280,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Passive,The cars were produced by the factory for the market.,Easy,1,PRO,1
q_9_eng_b_voice_0281,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Passive,The artifacts were displayed by the museum in the gallery.,Easy,1,PRO,1
q_9_eng_b_voice_0282,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Passive,The crops were harvested by the farmers in autumn.,Easy,1,PRO,1
q_9_eng_b_voice_0283,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Passive,The report was submitted by the team before the deadline.,Easy,1,PRO,1
q_9_eng_b_voice_0284,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Passive,The minutes were recorded by the secretary during the meeting.,Easy,1,PRO,1
q_9_eng_b_voice_0285,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Passive,The parcels were carried by the courier to the office.,Easy,1,PRO,1
q_9_eng_b_voice_0286,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Passive,The operation was not performed by the surgeon successfully.,Medium,1,ULTRA,1
q_9_eng_b_voice_0287,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Passive,The animals were not rescued by the volunteers from the flood.,Medium,1,ULTRA,1
q_9_eng_b_voice_0288,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Passive,The question was not asked by the teacher during the lesson.,Medium,1,ULTRA,1
q_9_eng_b_voice_0289,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Passive,The questions were not answered by the students confidently.,Medium,1,ULTRA,1
q_9_eng_b_voice_0290,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Passive,The law was not enforced by the government strictly.,Medium,1,ULTRA,1
q_9_eng_b_voice_0291,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Passive,Was the manuscript reviewed by the editor carefully?,Medium,1,ULTRA,1
q_9_eng_b_voice_0292,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Passive,Was the document translated by the translator into English?,Medium,1,ULTRA,1
q_9_eng_b_voice_0293,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Passive,Was the software updated by the technician on the computers?,Medium,1,ULTRA,1
q_9_eng_b_voice_0294,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Passive,Were the candidates selected by the committee for the interview?,Medium,1,ULTRA,1
q_9_eng_b_voice_0295,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Passive,Was the complaint investigated by the police quickly?,Medium,1,ULTRA,1
q_9_eng_b_voice_0296,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Passive,By whom was this letter written?,Hard,1,ELITE,1
q_9_eng_b_voice_0297,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Passive,By whom was the machine repaired yesterday?,Hard,1,ELITE,1
q_9_eng_b_voice_0298,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Passive,By whom was the gate opened?,Hard,1,ELITE,1
q_9_eng_b_voice_0299,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Passive,By whom was the result announced?,Hard,1,ELITE,1
q_9_eng_b_voice_0300,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense,Grammar,active_passive,Past Indefinite Tense,Passive,By whom were these trees planted?,Hard,1,ELITE,1
sep_9_eng_b_voice_past_004,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense | Past Paper,Topic,topic_separator,Past Indefinite Tense,,,,,,1
q_9_eng_b_voice_past_0030,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense | Past Paper | 2024 Morning,Grammar,active_passive,Past Indefinite Tense,Active,A car ran over an old man.,Easy,1,PRO,1
q_9_eng_b_voice_past_0031,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense | Past Paper | 2020 Evening; 2022 Evening,Grammar,active_passive,Past Indefinite Tense,Active,He took away my books.,Easy,1,ULTRA,1
q_9_eng_b_voice_past_0032,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense | Past Paper | 2013 Evening,Grammar,active_passive,Past Indefinite Tense,Active,I did not paint the wall.,Medium,1,PRO,1
q_9_eng_b_voice_past_0033,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense | Past Paper | 2021 Evening,Grammar,active_passive,Past Indefinite Tense,Active,I punished him.,Easy,1,PRO,1
q_9_eng_b_voice_past_0034,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense | Past Paper | 2021 Evening,Grammar,active_passive,Past Indefinite Tense,Active,She bought a book.,Easy,1,PRO,1
q_9_eng_b_voice_past_0035,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense | Past Paper | 2015 Evening; 2024 Morning,Grammar,active_passive,Past Indefinite Tense,Active,She gave me five films.,Easy,1,ULTRA,1
q_9_eng_b_voice_past_0036,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense | Past Paper | 2016 Morning,Grammar,active_passive,Past Indefinite Tense,Active,The driver opened the door of the car.,Easy,1,PRO,1
q_9_eng_b_voice_past_0037,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense | Past Paper | 2020 Morning; 2022 Morning,Grammar,active_passive,Past Indefinite Tense,Active,The sudden noise frightened the child.,Easy,1,ULTRA,1
q_9_eng_b_voice_past_0038,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense | Past Paper | 2014 Evening; 2018 Evening,Grammar,active_passive,Past Indefinite Tense,Active,They caught the thief.,Easy,1,ULTRA,1
q_9_eng_b_voice_0248,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense | Past Paper | 2015 Evening,Grammar,active_passive,Past Indefinite Tense,Active,We did not hear a sound.,Medium,1,PRO,1
q_9_eng_b_voice_past_0039,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense | Past Paper | 2016 Morning; 2022 Morning; 2023 Evening,Grammar,active_passive,Past Indefinite Tense,Active,Why did she write such a letter?,Hard,1,ULTRA,1
q_9_eng_b_voice_past_0040,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense | Past Paper | 2021 Evening,Grammar,active_passive,Past Indefinite Tense,Active,Why did you help him?,Hard,1,PRO,1
q_9_eng_b_voice_past_0041,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense | Past Paper | 2018 Morning,Grammar,active_passive,Past Indefinite Tense,Passive,I was given five films by her.,Medium,1,PRO,1
q_9_eng_b_voice_past_0042,1,ENGLISH_B | Active and Passive Voice | Past Indefinite Tense | Past Paper | 2020 Evening,Grammar,active_passive,Past Indefinite Tense,Passive,Why was such a letter written by her?,Hard,1,PRO,1
sep_9_eng_b_voice_updated_005,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Topic,topic_separator,Past Continuous Tense,,,,,,1
q_9_eng_b_voice_0301,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,The teacher was explaining the lesson in class.,Easy,1,PRO,1
q_9_eng_b_voice_0302,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,The students were completing the assignments on time.,Easy,1,PRO,1
q_9_eng_b_voice_0303,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,The mechanic was repairing the car in the workshop.,Easy,1,PRO,1
q_9_eng_b_voice_0304,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,The workers were building the bridge over the river.,Easy,1,PRO,1
q_9_eng_b_voice_0305,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,The chef was preparing the meal for the guests.,Easy,1,PRO,1
q_9_eng_b_voice_0306,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,The nurse was assisting the patient in the ward.,Easy,1,PRO,1
q_9_eng_b_voice_0307,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,The police were arresting the thief near the station.,Easy,1,PRO,1
q_9_eng_b_voice_0308,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,The committee was approving the proposal after discussion.,Easy,1,PRO,1
q_9_eng_b_voice_0309,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,The manager was signing the documents in the office.,Easy,1,PRO,1
q_9_eng_b_voice_0310,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,The farmers were growing wheat in the fields.,Easy,1,PRO,1
q_9_eng_b_voice_0311,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,The artist was painting the portrait in the studio.,Easy,1,PRO,1
q_9_eng_b_voice_0312,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,The carpenter was making the table from wood.,Easy,1,PRO,1
q_9_eng_b_voice_0313,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,The librarian was issuing the books to the students.,Easy,1,PRO,1
q_9_eng_b_voice_0314,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,The postman was delivering the letters in the morning.,Easy,1,PRO,1
q_9_eng_b_voice_0315,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,The volunteers were cleaning the park on Sunday.,Easy,1,PRO,1
q_9_eng_b_voice_0316,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,The engineers were designing the machine for the factory.,Easy,1,PRO,1
q_9_eng_b_voice_0317,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,The doctor was examining the patient carefully.,Easy,1,PRO,1
q_9_eng_b_voice_0318,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,The mother was baking the cake for the birthday.,Easy,1,PRO,1
q_9_eng_b_voice_0319,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,The principal was announcing the results at the assembly.,Easy,1,PRO,1
q_9_eng_b_voice_0320,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,The company was launching the product next month.,Easy,1,PRO,1
q_9_eng_b_voice_0321,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,The scientists were conducting the experiment in the laboratory.,Easy,1,PRO,1
q_9_eng_b_voice_0322,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,The gardener was watering the plants every morning.,Easy,1,PRO,1
q_9_eng_b_voice_0323,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,The tailor was not stitching the uniforms for the team.,Medium,1,ULTRA,1
q_9_eng_b_voice_0324,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,The mason was not constructing the wall around the garden.,Medium,1,ULTRA,1
q_9_eng_b_voice_0325,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,The reporter was not writing the article for the newspaper.,Medium,1,ULTRA,1
q_9_eng_b_voice_0326,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,The publisher was not printing the books for the schools.,Medium,1,ULTRA,1
q_9_eng_b_voice_0327,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,The school was not organizing the competition in the hall.,Medium,1,ULTRA,1
q_9_eng_b_voice_0328,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,The judge was not hearing the case in court.,Medium,1,ULTRA,1
q_9_eng_b_voice_0329,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,The coach was not training the players for the match.,Medium,1,ULTRA,1
q_9_eng_b_voice_0330,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,The shopkeeper was not packing the goods for the customer.,Medium,1,ULTRA,1
q_9_eng_b_voice_0331,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,Was the electrician fixing the wires in the building?,Medium,1,ULTRA,1
q_9_eng_b_voice_0332,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,Was the plumber installing the pipes in the house?,Medium,1,ULTRA,1
q_9_eng_b_voice_0333,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,Was the driver washing the bus before the trip?,Medium,1,ULTRA,1
q_9_eng_b_voice_0334,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,Was the team winning the trophy in the final?,Medium,1,ULTRA,1
q_9_eng_b_voice_0335,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,Was the clerk checking the forms at the counter?,Medium,1,ULTRA,1
q_9_eng_b_voice_0336,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,Who was checking the papers?,Hard,1,ELITE,1
q_9_eng_b_voice_0337,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,Who was repairing the road?,Hard,1,ELITE,1
q_9_eng_b_voice_0338,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,Who was preparing the meal?,Hard,1,ELITE,1
q_9_eng_b_voice_0339,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,Who was painting the wall?,Hard,1,ELITE,1
q_9_eng_b_voice_0340,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Active,Who was interviewing the candidates?,Hard,1,ELITE,1
q_9_eng_b_voice_0341,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Passive,The meeting was being cancelled by the administration because of the rain.,Easy,1,PRO,1
q_9_eng_b_voice_0342,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Passive,The loan was being offered by the bank to the farmer.,Easy,1,PRO,1
q_9_eng_b_voice_0343,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Passive,The food packets were being distributed by the charity among the families.,Easy,1,PRO,1
q_9_eng_b_voice_0344,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Passive,The hospitals were being built by the government in the district.,Easy,1,PRO,1
q_9_eng_b_voice_0345,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Passive,The workers were being hired by the company for the project.,Easy,1,PRO,1
q_9_eng_b_voice_0346,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Passive,The scholarships were being awarded by the school to deserving students.,Easy,1,PRO,1
q_9_eng_b_voice_0347,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Passive,The trees were being planted by the council along the road.,Easy,1,PRO,1
q_9_eng_b_voice_0348,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Passive,The traffic was being stopped by the police near the market.,Easy,1,PRO,1
q_9_eng_b_voice_0349,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Passive,The performer was being applauded by the audience after the show.,Easy,1,PRO,1
q_9_eng_b_voice_0350,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Passive,The bill was being paid by the customer online.,Easy,1,PRO,1
q_9_eng_b_voice_0351,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Passive,The problem was being solved by the student without help.,Easy,1,PRO,1
q_9_eng_b_voice_0352,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Passive,The data was being collected by the researcher from the villages.,Easy,1,PRO,1
q_9_eng_b_voice_0353,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Passive,The pictures were being taken by the photographer at the event.,Easy,1,PRO,1
q_9_eng_b_voice_0354,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Passive,The bread was being sold by the baker in the morning.,Easy,1,PRO,1
q_9_eng_b_voice_0355,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Passive,The cars were being produced by the factory for the market.,Easy,1,PRO,1
q_9_eng_b_voice_0356,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Passive,The artifacts were being displayed by the museum in the gallery.,Easy,1,PRO,1
q_9_eng_b_voice_0357,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Passive,The crops were being harvested by the farmers in autumn.,Easy,1,PRO,1
q_9_eng_b_voice_0358,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Passive,The report was being submitted by the team before the deadline.,Easy,1,PRO,1
q_9_eng_b_voice_0359,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Passive,The minutes were being recorded by the secretary during the meeting.,Easy,1,PRO,1
q_9_eng_b_voice_0360,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Passive,The parcels were being carried by the courier to the office.,Easy,1,PRO,1
q_9_eng_b_voice_0361,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Passive,The operation was not being performed by the surgeon successfully.,Medium,1,ULTRA,1
q_9_eng_b_voice_0362,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Passive,The animals were not being rescued by the volunteers from the flood.,Medium,1,ULTRA,1
q_9_eng_b_voice_0363,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Passive,The question was not being asked by the teacher during the lesson.,Medium,1,ULTRA,1
q_9_eng_b_voice_0364,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Passive,The questions were not being answered by the students confidently.,Medium,1,ULTRA,1
q_9_eng_b_voice_0365,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Passive,The law was not being enforced by the government strictly.,Medium,1,ULTRA,1
q_9_eng_b_voice_0366,1,ENGLISH_B | Active and Passive Voice | Past Continuous Tense,Grammar,active_passive,Past Continuous Tense,Passive,Was the manuscript being reviewed by the editor carefully?,Medium,1,ULTRA,1
